2016-01-01,336,Italy,"Road-650 Black, 62",699.0982,699.0982,1,55.9279,413.1463
2016-01-01,222,United States,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
2016-01-01,540,Canada,HL Road Tire,32.6,32.6,1,2.608,12.1924
2016-01-01,536,Italy,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
2016-01-01,490,Germany,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
2016-01-01,225,Canada,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-01,390,United States,"Road-550-W Yellow, 48",1120.49,1120.49,1,89.6392,713.0798
2016-01-01,479,India,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
2016-01-01,463,United States,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
2016-01-01,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-01,540,United States,HL Road Tire,32.6,32.6,1,2.608,12.1924
2016-01-01,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-01,528,Italy,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-01,225,Canada,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-01,372,Canada,"Road-250 Red, 58",2443.35,2443.35,1,195.468,1554.9479
2016-01-01,480,Italy,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-01,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-01,490,India,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
2016-01-01,472,India,"Classic Vest, M",63.5,63.5,1,5.08,23.749
2016-01-01,540,India,HL Road Tire,32.6,32.6,1,2.608,12.1924
2016-01-01,214,United States,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-01,589,Australia,"Mountain-400-W Silver, 42",769.49,769.49,1,61.5592,419.7784
2016-01-01,480,Canada,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-01,463,Italy,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
2016-01-01,231,Canada,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
2016-01-01,478,France,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
2016-01-01,465,Australia,"Half-Finger Gloves, M",24.49,24.49,1,1.9592,9.1593
2016-01-01,480,Canada,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-01,535,Canada,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
2016-01-02,491,Italy,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
2016-01-02,217,Canada,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
2016-01-02,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-02,478,Germany,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
2016-01-02,539,India,ML Road Tire,24.99,24.99,1,1.9992,9.3463
2016-01-02,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-02,605,France,"Road-750 Black, 48",539.99,539.99,1,43.1992,343.6496
2016-01-02,529,France,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
2016-01-02,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-02,485,Canada,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-02,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-02,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
2016-01-02,479,United States,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
2016-01-02,530,India,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-02,473,Italy,"Classic Vest, L",63.5,63.5,1,5.08,23.749
2016-01-02,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
2016-01-02,475,Germany,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
2016-01-02,363,France,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
2016-01-02,482,Australia,"Racing Socks, L",8.99,8.99,1,0.7192,3.3623
2016-01-02,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-02,528,Australia,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-02,361,India,"Mountain-200 Black, 42",2294.99,2294.99,1,183.5992,1251.9813
2016-01-02,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
2016-01-02,478,Canada,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
2016-01-02,536,France,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
2016-01-02,530,United States,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-02,485,Germany,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-02,585,India,"Touring-3000 Blue, 44",742.35,742.35,1,59.388,461.4448
2016-01-02,561,Australia,"Touring-1000 Yellow, 46",2384.07,2384.07,1,190.7256,1481.9379
2016-01-02,217,Germany,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
2016-01-02,575,Italy,"Touring-1000 Blue, 54",2384.07,2384.07,1,190.7256,1481.9379
2016-01-02,488,Canada,"Short-Sleeve Classic Jersey, S",53.99,53.99,1,4.3192,41.5723
2016-01-02,478,Germany,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
2016-01-02,606,Germany,"Road-750 Black, 52",539.99,539.99,1,43.1992,343.6496
2016-01-02,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-02,485,Australia,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-03,310,Germany,"Road-150 Red, 62",3578.27,3578.27,1,286.2616,2171.2942
2016-01-03,313,United States,"Road-150 Red, 52",3578.27,3578.27,1,286.2616,2171.2942
2016-01-03,333,India,"Road-650 Black, 58",782.99,782.99,1,62.6392,486.7066
2016-01-03,580,France,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
2016-01-03,363,Australia,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
2016-01-03,490,India,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
2016-01-03,237,United States,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
2016-01-03,477,Canada,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-03,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-03,537,France,HL Mountain Tire,35,35,1,2.8,13.09
2016-01-03,234,Germany,"Long-Sleeve Logo Jersey, L",49.99,49.99,1,3.9992,38.4923
2016-01-03,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-03,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-03,536,United States,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
2016-01-03,528,Canada,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-03,537,Canada,HL Mountain Tire,35,35,1,2.8,13.09
2016-01-03,225,Australia,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-03,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-03,528,India,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-03,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
2016-01-03,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-03,535,Australia,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
2016-01-03,463,Australia,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
2016-01-03,536,Australia,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
2016-01-03,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-03,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
2016-01-03,592,Australia,"Mountain-500 Silver, 42",564.99,564.99,1,45.1992,308.2179
2016-01-03,217,Canada,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
2016-01-03,483,Italy,Hitch Rack - 4-Bike,120,120,1,9.6,44.88
2016-01-03,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
2016-01-03,485,Australia,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
2016-01-03,530,France,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-03,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
2016-01-03,231,Australia,"Long-Sleeve Logo Jersey, M",49.99,49.99,1,3.9992,38.4923
2016-01-04,310,India,"Road-150 Red, 62",3578.27,3578.27,1,286.2616,2171.2942
2016-01-04,351,Canada,"Mountain-100 Black, 48",3374.99,3374.99,1,269.9992,1898.0944
2016-01-04,334,Germany,"Road-650 Black, 60",699.0982,699.0982,1,55.9279,413.1463
2016-01-04,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
2016-01-04,560,France,"Touring-2000 Blue, 60",1214.85,1214.85,1,97.188,755.1508
2016-01-04,528,Italy,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
2016-01-04,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-04,225,United States,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
2016-01-04,491,Italy,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
2016-01-04,487,Canada,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
2016-01-04,474,Italy,"Women's Mountain Shorts, S",69.99,69.99,1,5.5992,26.1763
2016-01-04,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
